price,location,detail
265 000AZN,Nərimanov r.,4 otaqlı126 m²4/9 mərtəbə
201 000AZN,Avtovağzal m.,3 otaqlı105 m²9/16 mərtəbə
218 000AZN,Elmlər Akademiyası m.,2 otaqlı86 m²16/20 mərtəbə
100 000AZN,Lökbatan q.,3 otaqlı62 m²1/5 mərtəbə
449 500AZN,Binəqədi r.,3 otaqlı160 m²7/17 mərtəbə
345 000AZN,28 May m.,3 otaqlı111 m²8/19 mərtəbə
340 000AZN,Şah İsmayıl Xətai m.,3 otaqlı110 m²6/18 mərtəbə
381 420AZN,Nizami m.,2 otaqlı117 m²9/16 mərtəbə
560 000AZN,Elmlər Akademiyası m.,3 otaqlı162 m²4/17 mərtəbə
334 020AZN,Koroğlu m.,2 otaqlı117.2 m²3/16 mərtəbə
415 000AZN,Şah İsmayıl Xətai m.,4 otaqlı202.5 m²17/25 mərtəbə
108 000AZN,Lökbatan q.,3 otaqlı60 m²4/5 mərtəbə
193 000AZN,Həzi Aslanov m.,2 otaqlı80 m²13/17 mərtəbə
185 000AZN,Həzi Aslanov m.,3 otaqlı87 m²4/17 mərtəbə
164 000AZN,Xətai r.,4 otaqlı85 m²4/9 mərtəbə
165 000AZN,20 Yanvar m.,2 otaqlı56 m²11/20 mərtəbə
339 000AZN,Şah İsmayıl Xətai m.,3 otaqlı100 m²7/18 mərtəbə
184 000AZN,28 May m.,2 otaqlı42 m²4/5 mərtəbə
79 000AZN,Lökbatan q.,2 otaqlı50 m²1/5 mərtəbə
275 000AZN,İnşaatçılar m.,3 otaqlı130 m²7/9 mərtəbə
178 000AZN,Xətai r.,2 otaqlı95 m²14/15 mərtəbə
159 000AZN,Həzi Aslanov m.,3 otaqlı80 m²8/17 mərtəbə
230 000AZN,Sahil m.,2 otaqlı55 m²5/6 mərtəbə
167 000AZN,Koroğlu m.,4 otaqlı90 m²1/5 mərtəbə
239 000AZN,Nəriman Nərimanov m.,2 otaqlı90 m²14/17 mərtəbə
135 000AZN,Azadlıq Prospekti m.,2 otaqlı50 m²2/9 mərtəbə
300 000AZN,8 Noyabr m.,2 otaqlı104 m²5/7 mərtəbə
598 500AZN,28 May m.,4 otaqlı175 m²4/16 mərtəbə
315 000AZN,İnşaatçılar m.,5 otaqlı140 m²1/5 mərtəbə
205 000AZN,Əhmədli m.,4 otaqlı110 m²4/9 mərtəbə
335 000AZN,Şah İsmayıl Xətai m.,3 otaqlı100 m²14/16 mərtəbə
499 700AZN,Elmlər Akademiyası m.,3 otaqlı170 m²5/16 mərtəbə
165 000AZN,Memar Əcəmi m.,3 otaqlı85 m²2/5 mərtəbə
500 000AZN,Nizami m.,3 otaqlı150 m²11/16 mərtəbə
208 000AZN,Həzi Aslanov m.,5 otaqlı120 m²6/9 mərtəbə
329 000AZN,Azadlıq Prospekti m.,3 otaqlı105 m²6/17 mərtəbə
305 850AZN,Nəriman Nərimanov m.,4 otaqlı122.3 m²9/14 mərtəbə
217 740AZN,Yasamal q.,3 otaqlı114.6 m²3/14 mərtəbə
123 000AZN,Əhmədli m.,3 otaqlı80 m²1/9 mərtəbə
208 000AZN,Həzi Aslanov m.,5 otaqlı120 m²6/9 mərtəbə
525 000AZN,Nizami m.,3 otaqlı155 m²5/14 mərtəbə
270 000AZN,Şah İsmayıl Xətai m.,4 otaqlı100 m²3/9 mərtəbə
650 000AZN,Şah İsmayıl Xətai m.,4 otaqlı181 m²11/18 mərtəbə
155 000AZN,Xətai r.,2 otaqlı53 m²15/19 mərtəbə
196 000AZN,Nərimanov r.,2 otaqlı78 m²8/12 mərtəbə
258 000AZN,Nəriman Nərimanov m.,3 otaqlı80 m²14/18 mərtəbə
140 000AZN,Xətai r.,2 otaqlı52 m²19/19 mərtəbə
345 000AZN,Binəqədi r.,4 otaqlı140 m²10/15 mərtəbə
298 000AZN,Elmlər Akademiyası m.,3 otaqlı144 m²12/16 mərtəbə
196 000AZN,Neftçilər m.,3 otaqlı87.8 m²2/14 mərtəbə
178 000AZN,Səbail r.,2 otaqlı85 m²11/18 mərtəbə
309 500AZN,Səbail r.,3 otaqlı140 m²14/18 mərtəbə
320 000AZN,Elmlər Akademiyası m.,3 otaqlı125 m²3/17 mərtəbə
228 000AZN,Nəsimi r.,2 otaqlı60 m²11/18 mərtəbə
195 000AZN,Qara Qarayev m.,2 otaqlı74 m²11/20 mərtəbə
375 000AZN,İnşaatçılar m.,3 otaqlı117 m²8/15 mərtəbə
115 432AZN,Yasamal q.,2 otaqlı53.9 m²6/14 mərtəbə
137 277AZN,20 Yanvar m.,2 otaqlı65 m²7/14 mərtəbə
270 000AZN,Nəsimi m.,3 otaqlı120 m²4/12 mərtəbə
138 015AZN,Yasamal q.,2 otaqlı65.4 m²9/14 mərtəbə
176 365AZN,Yasamal q.,3 otaqlı90.9 m²8/14 mərtəbə
388 160AZN,28 May m.,3 otaqlı121.3 m²10/16 mərtəbə
239 000AZN,28 May m.,2 otaqlı60 m²8/17 mərtəbə
650 000AZN,28 May m.,3 otaqlı106 m²6/25 mərtəbə
167 000AZN,Əhmədli m.,4 otaqlı110 m²2/5 mərtəbə
375 000AZN,Elmlər Akademiyası m.,2 otaqlı86 m²12/17 mərtəbə
244 800AZN,Nardaran q.,2 otaqlı80 m²1/8 mərtəbə
186 200AZN,Yasamal q.,3 otaqlı95 m²7/14 mərtəbə
120 000AZN,Yeni Günəşli q.,2 otaqlı55 m²8/9 mərtəbə
168 000AZN,Qara Qarayev m.,2 otaqlı68 m²3/17 mərtəbə
210 820AZN,Yasamal q.,3 otaqlı108.6 m²9/14 mərtəbə
143 000AZN,İnşaatçılar m.,1 otaqlı43 m²5/16 mərtəbə
95 000AZN,Memar Əcəmi m.,2 otaqlı34 m²2/5 mərtəbə
217 357AZN,Nardaran q.,1 otaqlı55.5 m²1/4 mərtəbə
538 966AZN,Nardaran q.,3 otaqlı147.4 m²3/6 mərtəbə
473 496AZN,Nardaran q.,3 otaqlı123.7 m²3/6 mərtəbə
354 484AZN,Nardaran q.,2 otaqlı80.2 m²6/6 mərtəbə
295 774AZN,Nardaran q.,1 otaqlı49.7 m²3/4 mərtəbə
211 905AZN,Nardaran q.,1 otaqlı41.5 m²1/4 mərtəbə
333 000AZN,Koroğlu m.,3 otaqlı136 m²6/16 mərtəbə
152 000AZN,Xətai r.,3 otaqlı80 m²6/9 mərtəbə
234 000AZN,28 May m.,2 otaqlı90 m²11/19 mərtəbə
749 000AZN,28 May m.,4 otaqlı223 m²6/17 mərtəbə
340 000AZN,Şah İsmayıl Xətai m.,3 otaqlı147 m²4/19 mərtəbə
275 000AZN,Nərimanov r.,2 otaqlı120 m²3/16 mərtəbə
230 000AZN,8-ci mikrorayon q.,4 otaqlı110 m²7/10 mərtəbə
155 000AZN,Həzi Aslanov m.,3 otaqlı65 m²4/5 mərtəbə
599 000AZN,Nəsimi r.,4 otaqlı199 m²6/18 mərtəbə
500 000AZN,Ağ şəhər q.,3 otaqlı110 m²7/7 mərtəbə
300 000AZN,Qara Qarayev m.,3 otaqlı119 m²12/15 mərtəbə
263 000AZN,Nizami r.,3 otaqlı128 m²10/17 mərtəbə
97 000AZN,Masazır q.,3 otaqlı85 m²6/7 mərtəbə
265 000AZN,28 May m.,3 otaqlı75 m²2/5 mərtəbə
390 000AZN,İnşaatçılar m.,3 otaqlı200 m²2/10 mərtəbə
358 000AZN,Nəsimi r.,3 otaqlı130 m²9/16 mərtəbə
205 000AZN,İnşaatçılar m.,3 otaqlı110 m²10/12 mərtəbə
540 000AZN,Nəsimi r.,4 otaqlı190 m²20/22 mərtəbə
250 000AZN,Nərimanov r.,3 otaqlı105 m²4/7 mərtəbə
188 000AZN,Nəriman Nərimanov m.,3 otaqlı90 m²2/5 mərtəbə
132 000AZN,Qara Qarayev m.,2 otaqlı56 m²3/5 mərtəbə
230 000AZN,Gənclik m.,3 otaqlı170 m²17/17 mərtəbə
128 000AZN,Neftçilər m.,2 otaqlı55 m²4/5 mərtəbə
220 000AZN,Həzi Aslanov m.,4 otaqlı120 m²6/16 mərtəbə
339 999AZN,Azadlıq Prospekti m.,4 otaqlı181 m²16/17 mərtəbə
265 000AZN,Elmlər Akademiyası m.,2 otaqlı103 m²15/20 mərtəbə
288 000AZN,Bayıl q.,3 otaqlı152.3 m²7/18 mərtəbə
110 000AZN,İnşaatçılar m.,2 otaqlı52 m²2/19 mərtəbə
495 000AZN,Gənclik m.,3 otaqlı138 m²6/14 mərtəbə
131 000AZN,Xətai r.,2 otaqlı60 m²2/9 mərtəbə
139 000AZN,Bakıxanov q.,3 otaqlı65 m²2/4 mərtəbə
175 000AZN,Həzi Aslanov m.,3 otaqlı80 m²8/10 mərtəbə
243 000AZN,Əhmədli m.,3 otaqlı98 m²6/17 mərtəbə
145 000AZN,Nərimanov r.,2 otaqlı58 m²17/18 mərtəbə
230 000AZN,Şah İsmayıl Xətai m.,3 otaqlı102 m²15/24 mərtəbə
230 000AZN,Şah İsmayıl Xətai m.,3 otaqlı101 m²14/22 mərtəbə
173 000AZN,Yeni Yasamal q.,2 otaqlı88 m²16/19 mərtəbə
73 000AZN,Badamdar q.,2 otaqlı30 m²3/4 mərtəbə
165 000AZN,Nərimanov r.,2 otaqlı55 m²9/17 mərtəbə
125 000AZN,20 Yanvar m.,2 otaqlı47 m²16/18 mərtəbə
120 000AZN,28 May m.,2 otaqlı45 m²2/4 mərtəbə
410 000AZN,Nəriman Nərimanov m.,4 otaqlı320 m²16/16 mərtəbə
258 000AZN,9-cu mikrorayon q.,3 otaqlı90 m²8/14 mərtəbə
359 000AZN,28 May m.,3 otaqlı137 m²13/15 mərtəbə
85 000AZN,Bakıxanov q.,2 otaqlı50 m²5/5 mərtəbə
157 000AZN,İnşaatçılar m.,2 otaqlı68 m²14/20 mərtəbə
110 000AZN,Həzi Aslanov m.,2 otaqlı65 m²1/9 mərtəbə
245 000AZN,Nərimanov r.,3 otaqlı85 m²12/15 mərtəbə
709 000AZN,28 May m.,4 otaqlı245 m²5/17 mərtəbə
595 000AZN,Ağ şəhər q.,4 otaqlı158 m²13/20 mərtəbə
255 000AZN,Şah İsmayıl Xətai m.,3 otaqlı115 m²9/16 mərtəbə
230 000AZN,Nəsimi m.,4 otaqlı120 m²4/9 mərtəbə
235 000AZN,Bakıxanov q.,4 otaqlı98 m²4/16 mərtəbə
205 000AZN,Xalqlar Dostluğu m.,4 otaqlı100 m²5/9 mərtəbə
248 000AZN,Şah İsmayıl Xətai m.,3 otaqlı110 m²11/13 mərtəbə
343 000AZN,Şah İsmayıl Xətai m.,3 otaqlı156 m²13/24 mərtəbə
213 000AZN,Elmlər Akademiyası m.,2 otaqlı90 m²13/19 mərtəbə
125 000AZN,Köhnə Günəşli q.,2 otaqlı60 m²8/9 mərtəbə
195 000AZN,9-cu mikrorayon q.,2 otaqlı95 m²11/14 mərtəbə
119 500AZN,Yeni Günəşli q.,3 otaqlı82 m²9/9 mərtəbə
294 000AZN,Ağ şəhər q.,2 otaqlı90.5 m²5/18 mərtəbə
179 000AZN,Gənclik m.,2 otaqlı54 m²2/16 mərtəbə
244 000AZN,Nəriman Nərimanov m.,3 otaqlı90 m²17/19 mərtəbə
230 000AZN,Şah İsmayıl Xətai m.,2 otaqlı95.5 m²6/16 mərtəbə
139 000AZN,Nəriman Nərimanov m.,2 otaqlı50 m²5/5 mərtəbə
145 000AZN,8-ci kilometr q.,3 otaqlı70 m²2/9 mərtəbə
212 000AZN,Qara Qarayev m.,2 otaqlı90 m²18/19 mərtəbə
178 000AZN,Gənclik m.,2 otaqlı56 m²2/16 mərtəbə
370 000AZN,Şah İsmayıl Xətai m.,2 otaqlı91 m²15/20 mərtəbə
248 000AZN,Bakıxanov q.,3 otaqlı92 m²5/12 mərtəbə
119 500AZN,Yeni Günəşli q.,3 otaqlı82 m²9/9 mərtəbə
220 000AZN,İnşaatçılar m.,4 otaqlı120 m²3/9 mərtəbə
444 000AZN,Ağ şəhər q.,3 otaqlı120 m²5/7 mərtəbə
378 000AZN,Ağ şəhər q.,3 otaqlı92 m²6/6 mərtəbə
285 000AZN,Nəriman Nərimanov m.,3 otaqlı120 m²6/16 mərtəbə
280 000AZN,İnşaatçılar m.,3 otaqlı100 m²7/17 mərtəbə
265 000AZN,Nəriman Nərimanov m.,2 otaqlı92 m²5/12 mərtəbə
269 900AZN,Xətai r.,2 otaqlı65 m²3/7 mərtəbə
370 000AZN,28 May m.,3 otaqlı132 m²12/16 mərtəbə
370 000AZN,28 May m.,3 otaqlı132 m²9/14 mərtəbə
99 500AZN,Nizami r.,2 otaqlı60 m²5/5 mərtəbə
192 000AZN,Neftçilər m.,4 otaqlı100 m²7/10 mərtəbə
359 000AZN,Şah İsmayıl Xətai m.,4 otaqlı138 m²9/16 mərtəbə
168 000AZN,20 Yanvar m.,2 otaqlı50 m²4/20 mərtəbə
85 000AZN,Yeni Günəşli q.,2 otaqlı36 m²6/16 mərtəbə
177 000AZN,Neftçilər m.,2 otaqlı83 m²10/15 mərtəbə
203 000AZN,20 Yanvar m.,3 otaqlı88 m²15/20 mərtəbə
280 000AZN,Qara Qarayev m.,4 otaqlı126 m²14/16 mərtəbə
389 000AZN,28 May m.,3 otaqlı118 m²6/17 mərtəbə
124 000AZN,Həzi Aslanov m.,2 otaqlı52 m²4/16 mərtəbə
440 000AZN,Elmlər Akademiyası m.,3 otaqlı135 m²5/16 mərtəbə
182 000AZN,Nəriman Nərimanov m.,2 otaqlı45 m²15/17 mərtəbə
258 000AZN,Həzi Aslanov m.,3 otaqlı126 m²8/17 mərtəbə
205 000AZN,Azadlıq Prospekti m.,2 otaqlı98 m²12/18 mərtəbə
238 000AZN,Şah İsmayıl Xətai m.,2 otaqlı70 m²14/16 mərtəbə
400 000AZN,28 May m.,4 otaqlı200 m²2/4 mərtəbə
110 000AZN,Həzi Aslanov q.,3 otaqlı76 m²5/17 mərtəbə
179 000AZN,Nəriman Nərimanov m.,2 otaqlı62 m²5/17 mərtəbə
211 905AZN,Nardaran q.,1 otaqlı41.5 m²1/4 mərtəbə
770 000AZN,Ağ şəhər q.,4 otaqlı161 m²8/20 mərtəbə
166 000AZN,Bakıxanov q.,3 otaqlı113 m²5/19 mərtəbə
170 000AZN,Qara Qarayev m.,2 otaqlı60 m²9/14 mərtəbə
185 000AZN,Yasamal r.,2 otaqlı60 m²16/24 mərtəbə
425 000AZN,Şah İsmayıl Xətai m.,3 otaqlı135 m²4/18 mərtəbə
160 000AZN,Qara Qarayev m.,2 otaqlı77 m²16/18 mərtəbə
155 000AZN,Həzi Aslanov m.,2 otaqlı80 m²8/19 mərtəbə
315 000AZN,Nəriman Nərimanov m.,3 otaqlı120 m²13/16 mərtəbə
197 000AZN,Gənclik m.,1 otaqlı72 m²11/18 mərtəbə
205 000AZN,Həzi Aslanov m.,3 otaqlı95 m²3/7 mərtəbə
309 900AZN,28 May m.,3 otaqlı100 m²6/12 mərtəbə
105 000AZN,Qara Qarayev m.,2 otaqlı55 m²5/5 mərtəbə
820 000AZN,Nəsimi r.,4 otaqlı247 m²10/14 mərtəbə
225 000AZN,28 May m.,2 otaqlı83 m²14/16 mərtəbə
176 000AZN,Qara Qarayev m.,2 otaqlı71 m²2/17 mərtəbə
430 000AZN,Nizami m.,4 otaqlı180 m²5/18 mərtəbə
960 000AZN,Nəsimi r.,3 otaqlı114 m²12/30 mərtəbə
1 180 000AZN,Səbail r.,5 otaqlı303 m²10/17 mərtəbə
260 000AZN,Şah İsmayıl Xətai m.,2 otaqlı90 m²15/17 mərtəbə
195 000AZN,Qara Qarayev m.,2 otaqlı74 m²11/20 mərtəbə
115 000AZN,Qara Qarayev m.,1 otaqlı40 m²2/5 mərtəbə
230 000AZN,Şah İsmayıl Xətai m.,3 otaqlı102 m²15/22 mərtəbə
122 000AZN,Qara Qarayev m.,2 otaqlı55 m²2/5 mərtəbə
288 000AZN,Nəriman Nərimanov m.,3 otaqlı89 m²14/14 mərtəbə
250 000AZN,İçəri Şəhər m.,2 otaqlı100 m²3/3 mərtəbə
366 000AZN,Koroğlu m.,3 otaqlı146.4 m²16/16 mərtəbə
395 000AZN,Nəsimi r.,4 otaqlı164 m²14/20 mərtəbə
147 000AZN,Elmlər Akademiyası m.,2 otaqlı60 m²11/25 mərtəbə
107 000AZN,Qara Qarayev m.,2 otaqlı35 m²11/17 mərtəbə
188 000AZN,Qara Qarayev m.,2 otaqlı68 m²16/18 mərtəbə
235 000AZN,Memar Əcəmi m.,3 otaqlı101 m²10/11 mərtəbə
178 000AZN,Elmlər Akademiyası m.,2 otaqlı60 m²5/5 mərtəbə
515 000AZN,Nəsimi r.,4 otaqlı198 m²10/17 mərtəbə
220 000AZN,Qaraçuxur q.,3 otaqlı132 m²14/14 mərtəbə
365 000AZN,28 May m.,3 otaqlı132 m²12/14 mərtəbə
244 000AZN,Həzi Aslanov m.,3 otaqlı91 m²5/15 mərtəbə
267 000AZN,28 May m.,3 otaqlı75 m²2/16 mərtəbə
298 000AZN,Elmlər Akademiyası m.,3 otaqlı142 m²12/16 mərtəbə
230 000AZN,Nəsimi r.,2 otaqlı75 m²2/17 mərtəbə
289 000AZN,Nərimanov r.,3 otaqlı82 m²9/16 mərtəbə
121 000AZN,Həzi Aslanov q.,3 otaqlı70 m²1/9 mərtəbə
338 000AZN,Həzi Aslanov m.,4 otaqlı155 m²14/15 mərtəbə
270 000AZN,Nəriman Nərimanov m.,2 otaqlı78 m²12/16 mərtəbə
459 000AZN,Nəriman Nərimanov m.,3 otaqlı150 m²15/16 mərtəbə
143 000AZN,Yasamal q.,1 otaqlı43 m²5/16 mərtəbə
229 000AZN,Əhmədli m.,3 otaqlı90 m²4/16 mərtəbə
152 000AZN,Həzi Aslanov m.,2 otaqlı51 m²5/15 mərtəbə
96 000AZN,Masazır q.,3 otaqlı80 m²5/7 mərtəbə
310 000AZN,Gənclik m.,4 otaqlı110 m²7/9 mərtəbə
198 000AZN,20 Yanvar m.,2 otaqlı80 m²12/19 mərtəbə
108 000AZN,Yasamal r.,2 otaqlı35 m²1/2 mərtəbə
265 000AZN,Şah İsmayıl Xətai m.,3 otaqlı100 m²4/20 mərtəbə
153 000AZN,Həzi Aslanov m.,2 otaqlı54 m²5/15 mərtəbə
285 000AZN,28 May m.,2 otaqlı89 m²4/12 mərtəbə
381 420AZN,Nizami m.,2 otaqlı117 m²9/16 mərtəbə
985 660AZN,Nardaran q.,3 otaqlı287 m²3/7 mərtəbə
120 000AZN,Həzi Aslanov m.,3 otaqlı60 m²1/9 mərtəbə
285 000AZN,Sahil m.,2 otaqlı85 m²8/17 mərtəbə
300 000AZN,Nizami m.,3 otaqlı145 m²14/14 mərtəbə
480 000AZN,Nizami m.,4 otaqlı163 m²6/18 mərtəbə
123 000AZN,Neftçilər m.,2 otaqlı65 m²12/17 mərtəbə
175 000AZN,Bakıxanov q.,3 otaqlı113 m²12/19 mərtəbə
158 000AZN,Nəsimi r.,2 otaqlı60 m²3/4 mərtəbə
98 000AZN,İnşaatçılar m.,1 otaqlı40 m²1/9 mərtəbə
385 000AZN,Nəsimi r.,3 otaqlı155 m²17/19 mərtəbə
242 000AZN,Həzi Aslanov m.,3 otaqlı130 m²8/9 mərtəbə
162 000AZN,Neftçilər m.,3 otaqlı66 m²17/17 mərtəbə
175 000AZN,İnşaatçılar m.,2 otaqlı60 m²3/17 mərtəbə
245 000AZN,Nərimanov r.,3 otaqlı78 m²3/10 mərtəbə
119 000AZN,Həzi Aslanov m.,2 otaqlı67 m²2/13 mərtəbə
216 000AZN,Nardaran q.,2 otaqlı58 m²7/7 mərtəbə
2 200 000AZN,Nizami m.,5 otaqlı440 m²12/15 mərtəbə
289 000AZN,Nizami m.,3 otaqlı110 m²6/16 mərtəbə
330 000AZN,Xalqlar Dostluğu m.,3 otaqlı132 m²16/17 mərtəbə
139 000AZN,Yasamal r.,2 otaqlı55 m²2/9 mərtəbə
210 000AZN,Nəsimi r.,2 otaqlı55 m²16/17 mərtəbə
193 000AZN,Həzi Aslanov m.,3 otaqlı121.6 m²6/18 mərtəbə
360 000AZN,Nəsimi r.,3 otaqlı160 m²13/17 mərtəbə
185 000AZN,Elmlər Akademiyası m.,3 otaqlı68 m²5/5 mərtəbə
275 000AZN,Şah İsmayıl Xətai m.,3 otaqlı102 m²12/16 mərtəbə
346 000AZN,Nərimanov r.,3 otaqlı115 m²9/18 mərtəbə
375 000AZN,Azadlıq Prospekti m.,4 otaqlı150 m²15/18 mərtəbə
155 000AZN,Sahil m.,2 otaqlı71 m²2/2 mərtəbə
123 000AZN,Yeni Günəşli q.,3 otaqlı71 m²9/9 mərtəbə
96 400AZN,Zabrat q.,2 otaqlı73 m²6/10 mərtəbə
346 000AZN,Nərimanov r.,3 otaqlı115 m²9/18 mərtəbə
313 000AZN,8 Noyabr m.,3 otaqlı158 m²6/6 mərtəbə
165 000AZN,Dərnəgül m.,2 otaqlı60 m²10/16 mərtəbə
380 000AZN,Şah İsmayıl Xətai m.,2 otaqlı90 m²11/16 mərtəbə
175 000AZN,Həzi Aslanov m.,2 otaqlı84 m²10/16 mərtəbə
220 500AZN,Azadlıq Prospekti m.,2 otaqlı98 m²12/19 mərtəbə
94 000AZN,Həzi Aslanov m.,2 otaqlı45 m²5/12 mərtəbə
470 000AZN,Nərimanov r.,4 otaqlı157 m²8/17 mərtəbə
402 500AZN,İçəri Şəhər m.,3 otaqlı115 m²5/12 mərtəbə
339 000AZN,Nəriman Nərimanov m.,3 otaqlı94 m²16/17 mərtəbə
123 000AZN,Həzi Aslanov q.,2 otaqlı53 m²2/18 mərtəbə
270 000AZN,28 May m.,2 otaqlı85 m²7/15 mərtəbə
126 000AZN,Qara Qarayev m.,2 otaqlı45 m²5/17 mərtəbə
219 000AZN,20 Yanvar m.,3 otaqlı130 m²17/22 mərtəbə
428 000AZN,Nəsimi r.,4 otaqlı153 m²2/16 mərtəbə
438 000AZN,8 Noyabr m.,4 otaqlı170 m²3/21 mərtəbə
435 200AZN,Nəsimi r.,2 otaqlı128 m²13/19 mərtəbə
605 200AZN,Nəsimi r.,3 otaqlı178 m²13/19 mərtəbə
235 000AZN,Koroğlu m.,3 otaqlı100 m²6/16 mərtəbə
170 000AZN,Qara Qarayev m.,2 otaqlı60 m²10/14 mərtəbə
843 200AZN,Nəsimi r.,4 otaqlı248 m²13/19 mərtəbə
167 000AZN,Qara Qarayev m.,2 otaqlı70 m²3/16 mərtəbə
218 784AZN,Nərimanov r.,2 otaqlı91.2 m²7/14 mərtəbə
510 000AZN,Nizami r.,3 otaqlı148 m²9/19 mərtəbə
255 000AZN,Nəriman Nərimanov m.,2 otaqlı97 m²2/16 mərtəbə
140 000AZN,İnşaatçılar m.,1 otaqlı47 m²9/16 mərtəbə
175 000AZN,Həzi Aslanov m.,3 otaqlı85 m²8/9 mərtəbə
295 000AZN,Nardaran q.,1 otaqlı66 m²1/4 mərtəbə
275 000AZN,Qara Qarayev m.,3 otaqlı110 m²10/17 mərtəbə
360 369AZN,Nərimanov r.,3 otaqlı133.5 m²4/17 mərtəbə
450 000AZN,7-ci mikrorayon q.,4 otaqlı150 m²6/7 mərtəbə
225 000AZN,İnşaatçılar m.,3 otaqlı132 m²6/16 mərtəbə
258 625AZN,Nərimanov r.,3 otaqlı103.5 m²11/14 mərtəbə
153 000AZN,Nəsimi m.,3 otaqlı65 m²8/9 mərtəbə
293 616AZN,Nərimanov r.,3 otaqlı122.3 m²4/14 mərtəbə
290 000AZN,Şah İsmayıl Xətai m.,3 otaqlı120 m²9/17 mərtəbə
293 616AZN,Nəriman Nərimanov m.,4 otaqlı122.3 m²5/14 mərtəbə
130 000AZN,İnşaatçılar m.,2 otaqlı58 m²7/12 mərtəbə
163 000AZN,28 May m.,2 otaqlı50 m²5/16 mərtəbə
516 625AZN,Nərimanov r.,5 otaqlı206.7 m²12/14 mərtəbə
203 000AZN,20 Yanvar m.,3 otaqlı90 m²16/20 mərtəbə
336 000AZN,Şah İsmayıl Xətai m.,3 otaqlı104 m²12/16 mərtəbə
178 000AZN,Əhmədli m.,3 otaqlı95.6 m²5/16 mərtəbə
198 000AZN,Nərimanov r.,2 otaqlı64 m²10/16 mərtəbə
198 000AZN,Həzi Aslanov m.,2 otaqlı82 m²3/19 mərtəbə
78 000AZN,Aşağı Güzdək q.,2 otaqlı74.7 m²8/10 mərtəbə
583 000AZN,28 May m.,4 otaqlı202 m²9/18 mərtəbə
125 000AZN,İnşaatçılar m.,2 otaqlı48 m²7/9 mərtəbə
300 000AZN,Nəsimi r.,3 otaqlı112 m²3/16 mərtəbə
345 000AZN,8 Noyabr m.,3 otaqlı140 m²9/20 mərtəbə
268 000AZN,Şah İsmayıl Xətai m.,3 otaqlı90 m²15/17 mərtəbə
99 000AZN,8-ci kilometr q.,2 otaqlı40 m²1/5 mərtəbə
225 000AZN,Şah İsmayıl Xətai m.,3 otaqlı80 m²12/16 mərtəbə
200 000AZN,28 May m.,1 otaqlı56.6 m²15/16 mərtəbə
146 000AZN,Qaraçuxur q.,3 otaqlı105 m²16/18 mərtəbə
148 000AZN,20 Yanvar m.,2 otaqlı47 m²12/19 mərtəbə
225 000AZN,Şah İsmayıl Xətai m.,3 otaqlı76 m²1/7 mərtəbə
261 000AZN,Nəsimi m.,3 otaqlı126 m²12/17 mərtəbə
169 500AZN,Həzi Aslanov m.,2 otaqlı87 m²11/17 mərtəbə
1 550 000AZN,Səbail r.,5 otaqlı290 m²12/15 mərtəbə
290 000AZN,İçəri Şəhər m.,3 otaqlı80 m²3/3 mərtəbə
328 000AZN,Nəriman Nərimanov m.,4 otaqlı155 m²8/17 mərtəbə
230 000AZN,Nəsimi r.,2 otaqlı75 m²2/16 mərtəbə
178 000AZN,Həzi Aslanov m.,2 otaqlı72 m²14/17 mərtəbə
183 000AZN,İnşaatçılar m.,3 otaqlı130 m²3/16 mərtəbə
380 000AZN,İçəri Şəhər m.,3 otaqlı107 m²3/10 mərtəbə
137 000AZN,Xalqlar Dostluğu m.,3 otaqlı60 m²7/9 mərtəbə
198 000AZN,20 Yanvar m.,2 otaqlı75 m²12/19 mərtəbə
116 000AZN,Yeni Yasamal q.,3 otaqlı65 m²2/9 mərtəbə
105 000AZN,Keşlə q.,2 otaqlı54 m²1/5 mərtəbə
110 000AZN,Sahil m.,2 otaqlı56 m²2/2 mərtəbə
92 000AZN,Masazır q.,3 otaqlı83 m²1/6 mərtəbə
122 000AZN,Qara Qarayev m.,2 otaqlı48 m²2/5 mərtəbə
115 000AZN,Biləcəri q.,3 otaqlı60 m²4/5 mərtəbə
150 000AZN,Elmlər Akademiyası m.,3 otaqlı60 m²1/5 mərtəbə
159 999AZN,Azadlıq Prospekti m.,3 otaqlı60 m²7/9 mərtəbə
285 000AZN,Nəriman Nərimanov m.,3 otaqlı90 m²15/17 mərtəbə
155 000AZN,Həzi Aslanov m.,5 otaqlı110 m²9/9 mərtəbə
115 000AZN,Bakıxanov q.,2 otaqlı45 m²3/9 mərtəbə
340 000AZN,Nəriman Nərimanov m.,3 otaqlı154 m²13/13 mərtəbə
717 650AZN,Nizami m.,4 otaqlı231.5 m²12/15 mərtəbə
270 000AZN,Elmlər Akademiyası m.,3 otaqlı120 m²4/5 mərtəbə
495 000AZN,Gənclik m.,3 otaqlı165 m²8/12 mərtəbə
99 000AZN,Massiv V q.,2 otaqlı45 m²4/9 mərtəbə
305 000AZN,8 Noyabr m.,3 otaqlı147 m²12/16 mərtəbə
206 000AZN,Elmlər Akademiyası m.,3 otaqlı88 m²10/18 mərtəbə
230 000AZN,Şah İsmayıl Xətai m.,2 otaqlı70 m²15/17 mərtəbə
480 000AZN,Sahil m.,5 otaqlı144 m²2/2 mərtəbə
109 500AZN,Biləcəri q.,2 otaqlı66 m²7/10 mərtəbə
